,symbol,underlying,underlying_name,side,expiry,dte,strike,underlying_price,moneyness_pct,last,volume,open_interest,vol_oi_ratio,turnover,implied_volatility_pct,big_order_flag,volume_spike_flag,big_order_score,volume_spike_score,liquidity_score,total_score,source
1,TSM260320C00220000,TSM.US,台积电,C,2026-03-20,2,220.0,345.98,-36.41,121.75,51002,0,51002.0,620949350.0,0.0,True,True,100.0,100.0,0.0,100.0,yfinance
2,QCOM260417P00195000,QCOM.US,高通,P,2026-04-17,30,195.0,131.59,48.19,57.45,6438,0,6438.0,36986310.0,90.28,True,True,100.0,100.0,0.0,100.0,yfinance
3,MSFT260320P00450000,MSFT.US,微软,P,2026-03-20,2,450.0,399.41,12.67,50.51,24005,0,24005.0,121249255.0,0.0,True,True,100.0,100.0,0.0,100.0,yfinance
4,AAPL260320P00275000,AAPL.US,苹果,P,2026-03-20,2,275.0,254.23,8.17,21.2,24025,0,24025.0,50933000.0,0.0,True,True,100.0,100.0,0.0,100.0,yfinance
5,META260320P00700000,META.US,Meta,P,2026-03-20,2,700.0,622.66,12.42,77.55,33232,0,33232.0,257714160.0,0.0,True,True,100.0,100.0,0.0,100.0,yfinance
6,ORCL260320P00230000,ORCL.US,甲骨文,P,2026-03-20,2,230.0,154.69,48.68,75.35,36604,0,36604.0,275811140.0,0.0,True,True,100.0,100.0,0.0,100.0,yfinance
7,SPY260320P00670000,SPY.US,SPY,P,2026-03-20,2,670.0,670.79,-0.12,5.3,45077,0,45077.0,23890810.0,0.39,True,True,99.11,99.8,0.0,99.42,yfinance
8,META260320P00690000,META.US,Meta,P,2026-03-20,2,690.0,622.66,10.81,67.55,8239,0,8239.0,55654445.0,0.0,True,True,99.35,99.14,0.0,99.26,yfinance
9,SPY260320P00660000,SPY.US,SPY,P,2026-03-20,2,660.0,670.79,-1.61,2.22,84067,0,84067.0,18662874.0,3.13,True,True,98.51,100.0,0.0,99.18,yfinance
10,TSM260320C00195000,TSM.US,台积电,C,2026-03-20,2,195.0,345.98,-43.64,144.2,27720,0,27720.0,399722400.0,0.0,True,True,98.61,99.07,0.0,98.82,yfinance
11,AAPL260320P00270000,AAPL.US,苹果,P,2026-03-20,2,270.0,254.23,6.2,15.67,19375,0,19375.0,30360625.0,0.0,True,True,98.51,99.01,0.0,98.74,yfinance
12,MSFT260320P00460000,MSFT.US,微软,P,2026-03-20,2,460.0,399.41,15.17,60.9,17672,0,17672.0,107622480.0,0.0,True,True,98.9,98.53,0.0,98.73,yfinance
13,SPY260417P00640000,SPY.US,SPY,P,2026-04-17,30,640.0,670.79,-4.59,6.35,26452,0,26452.0,16797020.0,3.13,True,True,98.21,99.21,0.0,98.66,yfinance
14,NVDA260410C00190000,NVDA.US,英伟达,C,2026-04-10,23,190.0,181.93,4.44,3.29,59699,0,59699.0,19640971.0,3.13,True,True,97.62,98.89,0.0,98.19,yfinance
15,META260320P00710000,META.US,Meta,P,2026-03-20,2,710.0,622.66,14.03,87.65,4492,0,4492.0,39372380.0,0.0,True,True,98.06,97.0,0.0,97.58,yfinance
16,SPY260320P00672000,SPY.US,SPY,P,2026-03-20,2,672.0,670.79,0.18,6.21,18941,0,18941.0,11762361.0,0.0,True,True,97.32,97.62,0.0,97.46,yfinance
17,TSLA260320P500000.US,TSLA.US,特斯拉,P,2026-03-20,2,500.0,399.27,25.23,101.12,37790,3366,11.224,384097690.0,125.3,True,True,100.0,93.83,0.0,97.22,longbridge
18,TSM260320C00165000,TSM.US,台积电,C,2026-03-20,2,165.0,345.98,-52.31,175.55,12740,0,12740.0,223650700.0,0.0,True,True,97.22,97.22,0.0,97.22,yfinance
19,ORCL260320P00250000,ORCL.US,甲骨文,P,2026-03-20,2,250.0,154.69,61.61,96.15,12205,0,12205.0,117351075.0,0.0,True,True,98.31,95.45,0.0,97.02,yfinance
20,AMD260320C00200000,AMD.US,AMD,C,2026-03-20,2,200.0,196.31,1.88,2.38,24189,0,24189.0,5756982.0,6.25,True,True,94.52,100.0,0.0,96.99,yfinance
21,MSFT260320P00480000,MSFT.US,微软,P,2026-03-20,2,480.0,399.41,20.18,80.86,13283,0,13283.0,107406338.0,0.0,True,True,97.8,95.59,0.0,96.81,yfinance
22,META260320P00750000,META.US,Meta,P,2026-03-20,2,750.0,622.66,20.45,127.42,4002,0,4002.0,50993484.0,0.0,True,True,98.71,94.42,0.0,96.78,yfinance
23,SPY260515P00640000,SPY.US,SPY,P,2026-05-15,58,640.0,670.79,-4.59,10.75,11897,0,11897.0,12789275.0,3.13,True,True,97.62,95.44,0.0,96.64,yfinance
24,ORCL260320P00220000,ORCL.US,甲骨文,P,2026-03-20,2,220.0,154.69,42.22,66.23,12560,0,12560.0,83184880.0,0.0,True,True,96.61,96.59,0.0,96.6,yfinance
25,SPY260320C00670000,SPY.US,SPY,C,2026-03-20,2,670.0,670.79,-0.12,5.19,19323,0,19323.0,10028637.0,0.0,True,True,95.24,98.02,0.0,96.49,yfinance
26,META260320P00695000,META.US,Meta,P,2026-03-20,2,695.0,622.66,11.62,72.06,4430,0,4430.0,31922580.0,0.0,True,True,96.77,96.14,0.0,96.49,yfinance
27,AMD260320P00250000,AMD.US,AMD,P,2026-03-20,2,250.0,196.31,27.35,53.65,7055,0,7055.0,37850075.0,0.0,True,True,100.0,91.74,0.0,96.28,yfinance
28,AVGO260320P00390000,AVGO.US,博通,P,2026-03-20,2,390.0,321.31,21.38,70.01,2767,0,2767.0,19371767.0,0.0,True,True,100.0,91.37,0.0,96.12,yfinance
29,TSM260320C00260000,TSM.US,台积电,C,2026-03-20,2,260.0,345.98,-24.85,82.5,18420,0,18420.0,151965000.0,0.0,True,True,94.44,98.15,0.0,96.11,yfinance
30,MSFT260320P00465000,MSFT.US,微软,P,2026-03-20,2,465.0,399.41,16.42,65.63,14112,0,14112.0,92617056.0,0.0,True,True,95.6,96.32,0.0,95.92,yfinance
31,MU260320P00455000,MU.US,美光科技,P,2026-03-20,2,455.0,461.69,-1.45,17.0,4939,0,4939.0,8396300.0,3.13,True,True,94.96,96.75,0.0,95.77,yfinance
32,TSM260320C00170000,TSM.US,台积电,C,2026-03-20,2,170.0,345.98,-50.86,172.5,8868,0,8868.0,152973000.0,0.0,True,True,95.83,95.37,0.0,95.62,yfinance
33,MSFT260320P00475000,MSFT.US,微软,P,2026-03-20,2,475.0,399.41,18.93,75.9,12320,0,12320.0,93508800.0,0.0,True,True,96.7,94.12,0.0,95.54,yfinance
34,MU260320P00460000,MU.US,美光科技,P,2026-03-20,2,460.0,461.69,-0.37,19.35,4589,0,4589.0,8879715.0,1.56,True,True,95.68,94.78,0.0,95.28,yfinance
35,MSFT260320P00455000,MSFT.US,微软,P,2026-03-20,2,455.0,399.41,13.92,55.95,15150,0,15150.0,84764250.0,0.0,True,True,93.41,97.06,0.0,95.05,yfinance
36,META260320P00680000,META.US,Meta,P,2026-03-20,2,680.0,622.66,9.21,57.24,4470,0,4470.0,25586280.0,0.0,True,True,92.9,96.57,0.0,94.55,yfinance
37,AVGO260320P00370000,AVGO.US,博通,P,2026-03-20,2,370.0,321.31,15.15,49.94,2743,0,2743.0,13698542.0,0.0,True,True,97.7,90.61,0.0,94.51,yfinance
38,TSLA260320C390000.US,TSLA.US,特斯拉,C,2026-03-20,2,390.0,399.27,-2.32,12.0,42689,2838,15.037,48158643.0,40.9,True,True,92.5,96.5,0.0,94.3,longbridge
39,AMD260320P00230000,AMD.US,AMD,P,2026-03-20,2,230.0,196.31,17.16,33.7,6320,0,6320.0,21298400.0,0.0,True,True,98.63,88.99,0.0,94.29,yfinance
40,TSM260320C00230000,TSM.US,台积电,C,2026-03-20,2,230.0,345.98,-33.52,112.4,11022,0,11022.0,123887280.0,0.0,True,True,91.67,96.3,0.0,93.75,yfinance
41,AVGO260320P00312500,AVGO.US,博通,P,2026-03-20,2,312.5,321.31,-2.74,2.53,10102,0,10102.0,2555806.0,6.25,True,True,88.51,98.93,0.0,93.2,yfinance
42,QCOM260320P00170000,QCOM.US,高通,P,2026-03-20,2,170.0,131.59,29.19,38.12,5810,669,8.672,22147720.0,141.6,True,True,97.22,87.92,0.0,93.03,yfinance
43,AAPL260320P00272500,AAPL.US,苹果,P,2026-03-20,2,272.5,254.23,7.19,18.55,5144,0,5144.0,9542120.0,0.0,True,True,97.01,88.12,0.0,93.01,yfinance
44,MU260320P00450000,MU.US,美光科技,P,2026-03-20,2,450.0,461.69,-2.53,14.8,4930,0,4930.0,7296400.0,6.25,True,True,89.93,96.27,0.0,92.78,yfinance
45,AMD260320C00197500,AMD.US,AMD,C,2026-03-20,2,197.5,196.31,0.61,3.46,8063,0,8063.0,2789798.0,1.56,True,True,89.04,97.25,0.0,92.73,yfinance
46,QCOM260320P00190000,QCOM.US,高通,P,2026-03-20,2,190.0,131.59,44.39,55.35,2145,0,2145.0,11872575.0,275.98,True,True,94.44,90.19,0.0,92.53,yfinance
47,AMD260417C00200000,AMD.US,AMD,C,2026-04-17,30,200.0,196.31,1.88,9.65,6289,0,6289.0,6068885.0,1.56,True,True,95.89,88.07,0.0,92.37,yfinance
48,AVGO260320P00400000,AVGO.US,博通,P,2026-03-20,2,400.0,321.31,24.49,79.93,1880,0,1880.0,15026840.0,0.0,True,True,98.85,83.89,0.0,92.12,yfinance
49,ORCL260320P00260000,ORCL.US,甲骨文,P,2026-03-20,2,260.0,154.69,68.08,106.23,5940,0,5940.0,63100620.0,0.0,True,True,94.92,88.64,0.0,92.09,yfinance
50,AAPL260320C00255000,AAPL.US,苹果,C,2026-03-20,2,255.0,254.23,0.3,2.1,16409,0,16409.0,3445890.0,0.78,True,True,88.06,96.04,0.0,91.65,yfinance
51,TSLA260320P460000.US,TSLA.US,特斯拉,P,2026-03-20,2,460.0,399.27,15.21,61.12,12434,386,32.129,76815670.0,85.8,True,True,97.5,84.0,0.0,91.43,longbridge
52,AMD260320P00197500,AMD.US,AMD,P,2026-03-20,2,197.5,196.31,0.61,4.4,6735,0,6735.0,2963400.0,0.0,True,True,91.78,90.83,0.0,91.35,yfinance
53,AVGO260515P00320000,AVGO.US,博通,P,2026-05-15,58,320.0,321.31,-0.41,22.15,2087,0,2087.0,4622705.0,0.39,True,True,95.4,85.73,0.0,91.05,yfinance
54,MU260320P00430000,MU.US,美光科技,P,2026-03-20,2,430.0,461.69,-6.86,7.97,7059,0,7059.0,5626023.0,12.5,True,True,84.89,97.89,0.0,90.74,yfinance
55,ORCL260320P00210000,ORCL.US,甲骨文,P,2026-03-20,2,210.0,154.69,35.76,57.35,5990,0,5990.0,34352650.0,0.0,True,True,89.83,89.77,0.0,89.8,yfinance
56,MU260417C00450000,MU.US,美光科技,C,2026-04-17,30,450.0,461.69,-2.53,44.75,1792,0,1792.0,8019200.0,0.0,True,True,94.24,83.11,0.0,89.23,yfinance
57,MU260417P00450000,MU.US,美光科技,P,2026-04-17,30,450.0,461.69,-2.53,31.6,2234,0,2234.0,7059440.0,1.56,True,True,89.21,87.18,0.0,88.3,yfinance
58,AAPL260515C00270000,AAPL.US,苹果,C,2026-05-15,58,270.0,254.23,6.2,4.9,6099,0,6099.0,2988510.0,3.13,True,True,85.07,92.08,0.0,88.22,yfinance
59,QCOM260320P00160000,QCOM.US,高通,P,2026-03-20,2,160.0,131.59,21.59,27.65,4290,565,7.58,11861850.0,92.19,True,True,91.67,83.58,0.0,88.03,yfinance
60,AAPL260320P00280000,AAPL.US,苹果,P,2026-03-20,2,280.0,254.23,10.14,26.06,2860,0,2860.0,7453160.0,0.0,True,True,95.52,77.23,0.0,87.29,yfinance
61,ORCL260320P00270000,ORCL.US,甲骨文,P,2026-03-20,2,270.0,154.69,74.54,116.29,3895,0,3895.0,45294955.0,0.0,True,True,91.53,80.68,0.0,86.65,yfinance
62,AVGO260327P00287500,AVGO.US,博通,P,2026-03-27,9,287.5,321.31,-10.52,1.79,8646,0,8646.0,1547634.0,12.5,True,True,77.01,98.17,0.0,86.53,yfinance
63,TSLA260320P470000.US,TSLA.US,特斯拉,P,2026-03-20,2,470.0,399.27,17.71,71.12,6755,157,42.753,48517535.0,96.3,True,True,95.0,75.67,0.0,86.3,longbridge
64,NVDA260417C00185000,NVDA.US,英伟达,C,2026-04-17,30,185.0,181.93,1.69,6.3,10794,0,10794.0,6800220.0,1.56,True,True,88.1,82.22,0.0,85.45,yfinance
65,NVDA260417C00190000,NVDA.US,英伟达,C,2026-04-17,30,190.0,181.93,4.44,4.19,11946,0,11946.0,5005374.0,3.13,True,True,84.52,84.68,0.0,84.59,yfinance
66,QCOM260417P00200000,QCOM.US,高通,P,2026-04-17,30,200.0,131.59,51.99,61.75,1200,0,1200.0,7410000.0,94.48,True,True,83.33,85.09,0.0,84.12,yfinance
67,QQQ260319P604000.US,QQQ.US,QQQ,P,2026-03-19,1,604.0,603.31,0.11,4.01,9384,699,13.406,3963806.0,19.6,True,True,77.5,91.33,0.0,83.72,longbridge
68,QCOM260320P00155000,QCOM.US,高通,P,2026-03-20,2,155.0,131.59,17.79,23.15,4000,1226,3.26,9260000.0,156.25,True,True,88.89,77.17,0.0,83.62,yfinance
69,TSLA260320C380000.US,TSLA.US,特斯拉,C,2026-03-20,2,380.0,399.27,-4.83,20.38,17501,2329,7.511,33664191.0,43.9,True,True,82.5,84.5,0.0,83.4,longbridge
70,QQQ260319P603000.US,QQQ.US,QQQ,P,2026-03-19,1,603.0,603.31,-0.05,3.61,9983,364,27.351,3868673.0,20.1,True,True,75.0,93.0,0.0,83.1,longbridge
71,TSLA260320P410000.US,TSLA.US,特斯拉,P,2026-03-20,2,410.0,399.27,2.69,12.4,23561,6586,3.577,32575110.0,36.6,True,True,80.0,81.33,0.0,80.6,longbridge
72,NVDA260417C00200000,NVDA.US,英伟达,C,2026-04-17,30,200.0,181.93,9.93,1.53,19140,0,19140.0,2928420.0,6.25,True,True,67.86,90.4,0.0,78.0,yfinance
73,QQQ260319C605000.US,QQQ.US,QQQ,C,2026-03-19,1,605.0,603.31,0.28,3.36,9199,1835,5.01,3466861.0,21.1,True,True,70.0,82.67,0.0,75.7,longbridge
74,QQQ260320P600000.US,QQQ.US,QQQ,P,2026-03-20,2,600.0,603.31,-0.55,3.49,37326,92037,0.406,14106714.0,22.2,True,True,100.0,45.0,0.0,75.25,longbridge
75,QQQ260320C605000.US,QQQ.US,QQQ,C,2026-03-20,2,605.0,603.31,0.28,4.42,14226,22108,0.643,6892591.0,22.1,True,True,92.5,53.83,0.0,75.1,longbridge
76,NVDA260327P00165000,NVDA.US,英伟达,P,2026-03-27,9,165.0,181.93,-9.31,0.78,26526,0,26526.0,2069028.0,12.5,True,True,55.95,94.52,0.0,73.31,yfinance
77,NVDA260417C00180000,NVDA.US,英伟达,C,2026-04-17,30,180.0,181.93,-1.06,9.1,4484,0,4484.0,4080440.0,0.0,True,True,80.95,63.81,0.0,73.24,yfinance
78,QQQ260320P610000.US,QQQ.US,QQQ,P,2026-03-20,2,610.0,603.31,1.11,8.03,11793,32249,0.366,10547589.0,17.6,True,True,97.5,32.67,0.0,68.33,longbridge
